method,method_display,seed,episode_index,episode_id,status,error,task_success,fallback_count,unsafe_invocation_count,violation_count,violation_types,completion_time_s,episode_dir,initial_upright_ok,reset_attempts
hard_contract,SONIC + Hard Contract,1234,62,hard_contract__seed_1234__episode_0062,completed,,0,7,8,4,"[""collision"", ""human_distance_violation"", ""near_collision""]",18.180957555770874,/mnt/data/students/lph/GR00T-WholeBodyControl/outputs/casa/phase5_conformal_baselines_20260522/online_real_main_hc_threshold_2500_20260602/lane_v2_hard_contract__seed_1234__ep_050_075/online/hard_contract/seed_1234/episode_0062,1,1
hard_contract,SONIC + Hard Contract,1234,63,hard_contract__seed_1234__episode_0063,completed,,0,7,8,28,"[""collision"", ""human_distance_violation"", ""near_collision""]",18.520583391189575,/mnt/data/students/lph/GR00T-WholeBodyControl/outputs/casa/phase5_conformal_baselines_20260522/online_real_main_hc_threshold_2500_20260602/lane_v2_hard_contract__seed_1234__ep_050_075/online/hard_contract/seed_1234/episode_0063,1,1
hard_contract,SONIC + Hard Contract,1234,64,hard_contract__seed_1234__episode_0064,completed,,0,6,7,2,"[""near_collision""]",20.037760496139526,/mnt/data/students/lph/GR00T-WholeBodyControl/outputs/casa/phase5_conformal_baselines_20260522/online_real_main_hc_threshold_2500_20260602/lane_v2_hard_contract__seed_1234__ep_050_075/online/hard_contract/seed_1234/episode_0064,1,1
hard_contract,SONIC + Hard Contract,1234,65,hard_contract__seed_1234__episode_0065,completed,,0,7,8,2,"[""human_distance_violation"", ""near_collision""]",19.734874486923218,/mnt/data/students/lph/GR00T-WholeBodyControl/outputs/casa/phase5_conformal_baselines_20260522/online_real_main_hc_threshold_2500_20260602/lane_v2_hard_contract__seed_1234__ep_050_075/online/hard_contract/seed_1234/episode_0065,1,1
hard_contract,SONIC + Hard Contract,1234,66,hard_contract__seed_1234__episode_0066,completed,,0,7,8,1,"[""human_distance_violation""]",19.785385131835938,/mnt/data/students/lph/GR00T-WholeBodyControl/outputs/casa/phase5_conformal_baselines_20260522/online_real_main_hc_threshold_2500_20260602/lane_v2_hard_contract__seed_1234__ep_050_075/online/hard_contract/seed_1234/episode_0066,1,1
hard_contract,SONIC + Hard Contract,1234,67,hard_contract__seed_1234__episode_0067,completed,,0,7,8,16,"[""collision"", ""fall"", ""near_collision""]",20.2223219871521,/mnt/data/students/lph/GR00T-WholeBodyControl/outputs/casa/phase5_conformal_baselines_20260522/online_real_main_hc_threshold_2500_20260602/lane_v2_hard_contract__seed_1234__ep_050_075/online/hard_contract/seed_1234/episode_0067,1,1
hard_contract,SONIC + Hard Contract,1234,68,hard_contract__seed_1234__episode_0068,completed,,0,6,8,2,"[""human_distance_violation"", ""near_collision""]",21.823991537094116,/mnt/data/students/lph/GR00T-WholeBodyControl/outputs/casa/phase5_conformal_baselines_20260522/online_real_main_hc_threshold_2500_20260602/lane_v2_hard_contract__seed_1234__ep_050_075/online/hard_contract/seed_1234/episode_0068,1,1
hard_contract,SONIC + Hard Contract,1234,69,hard_contract__seed_1234__episode_0069,completed,,0,7,8,3,"[""collision"", ""human_distance_violation"", ""near_collision""]",21.38847804069519,/mnt/data/students/lph/GR00T-WholeBodyControl/outputs/casa/phase5_conformal_baselines_20260522/online_real_main_hc_threshold_2500_20260602/lane_v2_hard_contract__seed_1234__ep_050_075/online/hard_contract/seed_1234/episode_0069,1,1
hard_contract,SONIC + Hard Contract,1234,70,hard_contract__seed_1234__episode_0070,completed,,0,7,8,8,"[""collision"", ""human_distance_violation"", ""near_collision""]",21.557076692581177,/mnt/data/students/lph/GR00T-WholeBodyControl/outputs/casa/phase5_conformal_baselines_20260522/online_real_main_hc_threshold_2500_20260602/lane_v2_hard_contract__seed_1234__ep_050_075/online/hard_contract/seed_1234/episode_0070,1,1
hard_contract,SONIC + Hard Contract,1234,71,hard_contract__seed_1234__episode_0071,completed,,0,7,8,31,"[""collision"", ""fall"", ""near_collision""]",22.222509145736694,/mnt/data/students/lph/GR00T-WholeBodyControl/outputs/casa/phase5_conformal_baselines_20260522/online_real_main_hc_threshold_2500_20260602/lane_v2_hard_contract__seed_1234__ep_050_075/online/hard_contract/seed_1234/episode_0071,1,1
hard_contract,SONIC + Hard Contract,1234,72,hard_contract__seed_1234__episode_0072,completed,,0,7,8,1,"[""human_distance_violation""]",22.32590413093567,/mnt/data/students/lph/GR00T-WholeBodyControl/outputs/casa/phase5_conformal_baselines_20260522/online_real_main_hc_threshold_2500_20260602/lane_v2_hard_contract__seed_1234__ep_050_075/online/hard_contract/seed_1234/episode_0072,1,1
hard_contract,SONIC + Hard Contract,1234,73,hard_contract__seed_1234__episode_0073,completed,,0,7,8,5,"[""collision"", ""human_distance_violation"", ""near_collision""]",22.739420413970947,/mnt/data/students/lph/GR00T-WholeBodyControl/outputs/casa/phase5_conformal_baselines_20260522/online_real_main_hc_threshold_2500_20260602/lane_v2_hard_contract__seed_1234__ep_050_075/online/hard_contract/seed_1234/episode_0073,1,1
hard_contract,SONIC + Hard Contract,1234,74,hard_contract__seed_1234__episode_0074,completed,,0,7,8,23,"[""collision"", ""human_distance_violation"", ""near_collision""]",23.473582983016968,/mnt/data/students/lph/GR00T-WholeBodyControl/outputs/casa/phase5_conformal_baselines_20260522/online_real_main_hc_threshold_2500_20260602/lane_v2_hard_contract__seed_1234__ep_050_075/online/hard_contract/seed_1234/episode_0074,1,1
hard_contract,SONIC + Hard Contract,1234,75,hard_contract__seed_1234__episode_0075,completed,,0,7,8,10,"[""collision"", ""fall"", ""near_collision""]",13.080597162246704,/mnt/data/students/lph/GR00T-WholeBodyControl/outputs/casa/phase5_conformal_baselines_20260522/online_real_main_hc_threshold_2500_20260602/lane_v2_hard_contract__seed_1234__ep_075_100/online/hard_contract/seed_1234/episode_0075,1,1
hard_contract,SONIC + Hard Contract,1234,76,hard_contract__seed_1234__episode_0076,completed,,0,3,5,1,"[""near_collision""]",18.619181632995605,/mnt/data/students/lph/GR00T-WholeBodyControl/outputs/casa/phase5_conformal_baselines_20260522/online_real_main_hc_threshold_2500_20260602/lane_sidecar_hard_contract__seed_1234__ep_076_091_20260602205538/online/hard_contract/seed_1234/episode_0076,1,1
hard_contract,SONIC + Hard Contract,1234,77,hard_contract__seed_1234__episode_0077,completed,,0,6,8,2,"[""human_distance_violation"", ""near_collision""]",14.683937788009644,/mnt/data/students/lph/GR00T-WholeBodyControl/outputs/casa/phase5_conformal_baselines_20260522/online_real_main_hc_threshold_2500_20260602/lane_sidecar_hard_contract__seed_1234__ep_076_091_20260602205538/online/hard_contract/seed_1234/episode_0077,1,1
hard_contract,SONIC + Hard Contract,1234,78,hard_contract__seed_1234__episode_0078,completed,,0,7,8,6,"[""collision"", ""human_distance_violation"", ""near_collision""]",14.2514169216156,/mnt/data/students/lph/GR00T-WholeBodyControl/outputs/casa/phase5_conformal_baselines_20260522/online_real_main_hc_threshold_2500_20260602/lane_sidecar_hard_contract__seed_1234__ep_076_091_20260602205538/online/hard_contract/seed_1234/episode_0078,1,1
hard_contract,SONIC + Hard Contract,1234,79,hard_contract__seed_1234__episode_0079,completed,,0,7,8,12,"[""collision"", ""fall"", ""near_collision""]",14.803195238113403,/mnt/data/students/lph/GR00T-WholeBodyControl/outputs/casa/phase5_conformal_baselines_20260522/online_real_main_hc_threshold_2500_20260602/lane_sidecar_hard_contract__seed_1234__ep_076_091_20260602205538/online/hard_contract/seed_1234/episode_0079,1,1
hard_contract,SONIC + Hard Contract,1234,80,hard_contract__seed_1234__episode_0080,completed,,1,0,0,0,[],24.697753429412842,/mnt/data/students/lph/GR00T-WholeBodyControl/outputs/casa/phase5_conformal_baselines_20260522/online_real_main_hc_threshold_2500_20260602/lane_sidecar_hard_contract__seed_1234__ep_076_091_20260602205538/online/hard_contract/seed_1234/episode_0080,1,1
hard_contract,SONIC + Hard Contract,1234,81,hard_contract__seed_1234__episode_0081,completed,,0,7,8,2,"[""human_distance_violation"", ""near_collision""]",16.37794303894043,/mnt/data/students/lph/GR00T-WholeBodyControl/outputs/casa/phase5_conformal_baselines_20260522/online_real_main_hc_threshold_2500_20260602/lane_sidecar_hard_contract__seed_1234__ep_076_091_20260602205538/online/hard_contract/seed_1234/episode_0081,1,1
hard_contract,SONIC + Hard Contract,1234,82,hard_contract__seed_1234__episode_0082,completed,,0,7,8,4,"[""collision"", ""human_distance_violation"", ""near_collision""]",16.916918516159058,/mnt/data/students/lph/GR00T-WholeBodyControl/outputs/casa/phase5_conformal_baselines_20260522/online_real_main_hc_threshold_2500_20260602/lane_sidecar_hard_contract__seed_1234__ep_076_091_20260602205538/online/hard_contract/seed_1234/episode_0082,1,1
hard_contract,SONIC + Hard Contract,1234,83,hard_contract__seed_1234__episode_0083,completed,,0,7,8,28,"[""collision"", ""near_collision""]",17.258655786514282,/mnt/data/students/lph/GR00T-WholeBodyControl/outputs/casa/phase5_conformal_baselines_20260522/online_real_main_hc_threshold_2500_20260602/lane_sidecar_hard_contract__seed_1234__ep_076_091_20260602205538/online/hard_contract/seed_1234/episode_0083,1,1
hard_contract,SONIC + Hard Contract,1234,84,hard_contract__seed_1234__episode_0084,completed,,0,1,2,1,"[""near_collision""]",26.08988928794861,/mnt/data/students/lph/GR00T-WholeBodyControl/outputs/casa/phase5_conformal_baselines_20260522/online_real_main_hc_threshold_2500_20260602/lane_sidecar_hard_contract__seed_1234__ep_076_091_20260602205538/online/hard_contract/seed_1234/episode_0084,1,1
hard_contract,SONIC + Hard Contract,1234,85,hard_contract__seed_1234__episode_0085,completed,,0,7,8,9,"[""collision"", ""human_distance_violation"", ""near_collision""]",19.076592445373535,/mnt/data/students/lph/GR00T-WholeBodyControl/outputs/casa/phase5_conformal_baselines_20260522/online_real_main_hc_threshold_2500_20260602/lane_sidecar_hard_contract__seed_1234__ep_076_091_20260602205538/online/hard_contract/seed_1234/episode_0085,1,1
hard_contract,SONIC + Hard Contract,1234,86,hard_contract__seed_1234__episode_0086,completed,,0,7,8,2,"[""human_distance_violation"", ""near_collision""]",19.906957864761353,/mnt/data/students/lph/GR00T-WholeBodyControl/outputs/casa/phase5_conformal_baselines_20260522/online_real_main_hc_threshold_2500_20260602/lane_sidecar_hard_contract__seed_1234__ep_076_091_20260602205538/online/hard_contract/seed_1234/episode_0086,1,1
hard_contract,SONIC + Hard Contract,1234,87,hard_contract__seed_1234__episode_0087,completed,,0,7,8,23,"[""collision"", ""near_collision""]",20.071160554885864,/mnt/data/students/lph/GR00T-WholeBodyControl/outputs/casa/phase5_conformal_baselines_20260522/online_real_main_hc_threshold_2500_20260602/lane_sidecar_hard_contract__seed_1234__ep_076_091_20260602205538/online/hard_contract/seed_1234/episode_0087,1,1
hard_contract,SONIC + Hard Contract,1234,88,hard_contract__seed_1234__episode_0088,completed,,0,7,8,1,"[""human_distance_violation""]",20.555492401123047,/mnt/data/students/lph/GR00T-WholeBodyControl/outputs/casa/phase5_conformal_baselines_20260522/online_real_main_hc_threshold_2500_20260602/lane_sidecar_hard_contract__seed_1234__ep_076_091_20260602205538/online/hard_contract/seed_1234/episode_0088,1,1
hard_contract,SONIC + Hard Contract,1234,89,hard_contract__seed_1234__episode_0089,completed,,0,7,8,2,"[""human_distance_violation"", ""near_collision""]",21.10481023788452,/mnt/data/students/lph/GR00T-WholeBodyControl/outputs/casa/phase5_conformal_baselines_20260522/online_real_main_hc_threshold_2500_20260602/lane_sidecar_hard_contract__seed_1234__ep_076_091_20260602205538/online/hard_contract/seed_1234/episode_0089,1,1
hard_contract,SONIC + Hard Contract,1234,90,hard_contract__seed_1234__episode_0090,completed,,0,7,8,2,"[""human_distance_violation"", ""near_collision""]",21.401520013809204,/mnt/data/students/lph/GR00T-WholeBodyControl/outputs/casa/phase5_conformal_baselines_20260522/online_real_main_hc_threshold_2500_20260602/lane_sidecar_hard_contract__seed_1234__ep_076_091_20260602205538/online/hard_contract/seed_1234/episode_0090,1,1
hard_contract,SONIC + Hard Contract,1234,91,hard_contract__seed_1234__episode_0091,completed,,0,7,8,9,"[""collision"", ""fall"", ""near_collision""]",13.08735990524292,/mnt/data/students/lph/GR00T-WholeBodyControl/outputs/casa/phase5_conformal_baselines_20260522/online_real_main_hc_threshold_2500_20260602/lane_sidecar_hard_contract__seed_1234__ep_091_100_20260602205538/online/hard_contract/seed_1234/episode_0091,1,1
hard_contract,SONIC + Hard Contract,1234,92,hard_contract__seed_1234__episode_0092,completed,,0,0,2,4,"[""human_distance_violation"", ""near_collision""]",22.794411182403564,/mnt/data/students/lph/GR00T-WholeBodyControl/outputs/casa/phase5_conformal_baselines_20260522/online_real_main_hc_threshold_2500_20260602/lane_sidecar_hard_contract__seed_1234__ep_091_100_20260602205538/online/hard_contract/seed_1234/episode_0092,1,1
hard_contract,SONIC + Hard Contract,1234,93,hard_contract__seed_1234__episode_0093,completed,,0,7,8,9,"[""collision"", ""human_distance_violation"", ""near_collision""]",14.512245893478394,/mnt/data/students/lph/GR00T-WholeBodyControl/outputs/casa/phase5_conformal_baselines_20260522/online_real_main_hc_threshold_2500_20260602/lane_sidecar_hard_contract__seed_1234__ep_091_100_20260602205538/online/hard_contract/seed_1234/episode_0093,1,1
hard_contract,SONIC + Hard Contract,1234,94,hard_contract__seed_1234__episode_0094,completed,,0,7,8,1,"[""near_collision""]",14.959232330322266,/mnt/data/students/lph/GR00T-WholeBodyControl/outputs/casa/phase5_conformal_baselines_20260522/online_real_main_hc_threshold_2500_20260602/lane_sidecar_hard_contract__seed_1234__ep_091_100_20260602205538/online/hard_contract/seed_1234/episode_0094,1,1
hard_contract,SONIC + Hard Contract,1234,95,hard_contract__seed_1234__episode_0095,completed,,0,7,7,25,"[""collision"", ""fall"", ""near_collision""]",15.606615781784058,/mnt/data/students/lph/GR00T-WholeBodyControl/outputs/casa/phase5_conformal_baselines_20260522/online_real_main_hc_threshold_2500_20260602/lane_sidecar_hard_contract__seed_1234__ep_091_100_20260602205538/online/hard_contract/seed_1234/episode_0095,1,1
hard_contract,SONIC + Hard Contract,1234,96,hard_contract__seed_1234__episode_0096,completed,,0,4,7,2,"[""near_collision""]",19.432429313659668,/mnt/data/students/lph/GR00T-WholeBodyControl/outputs/casa/phase5_conformal_baselines_20260522/online_real_main_hc_threshold_2500_20260602/lane_sidecar_hard_contract__seed_1234__ep_091_100_20260602205538/online/hard_contract/seed_1234/episode_0096,1,1
hard_contract,SONIC + Hard Contract,1234,97,hard_contract__seed_1234__episode_0097,completed,,0,7,8,11,"[""collision"", ""human_distance_violation"", ""near_collision""]",16.49140214920044,/mnt/data/students/lph/GR00T-WholeBodyControl/outputs/casa/phase5_conformal_baselines_20260522/online_real_main_hc_threshold_2500_20260602/lane_sidecar_hard_contract__seed_1234__ep_091_100_20260602205538/online/hard_contract/seed_1234/episode_0097,1,1
hard_contract,SONIC + Hard Contract,1234,98,hard_contract__seed_1234__episode_0098,completed,,0,7,8,2,"[""human_distance_violation"", ""near_collision""]",16.925233602523804,/mnt/data/students/lph/GR00T-WholeBodyControl/outputs/casa/phase5_conformal_baselines_20260522/online_real_main_hc_threshold_2500_20260602/lane_sidecar_hard_contract__seed_1234__ep_091_100_20260602205538/online/hard_contract/seed_1234/episode_0098,1,1
hard_contract,SONIC + Hard Contract,1234,99,hard_contract__seed_1234__episode_0099,completed,,0,7,8,12,"[""collision"", ""fall"", ""near_collision""]",17.778597116470337,/mnt/data/students/lph/GR00T-WholeBodyControl/outputs/casa/phase5_conformal_baselines_20260522/online_real_main_hc_threshold_2500_20260602/lane_sidecar_hard_contract__seed_1234__ep_091_100_20260602205538/online/hard_contract/seed_1234/episode_0099,1,1
hard_contract,SONIC + Hard Contract,1235,0,hard_contract__seed_1235__episode_0000,completed,,0,3,8,9,"[""collision"", ""human_distance_violation"", ""near_collision""]",23.745880365371704,/mnt/data/students/lph/GR00T-WholeBodyControl/outputs/casa/phase5_conformal_baselines_20260522/online_real_main_hc_threshold_2500_20260602/lane_v2_hard_contract__seed_1235__ep_000_025/online/hard_contract/seed_1235/episode_0000,1,1
hard_contract,SONIC + Hard Contract,1235,1,hard_contract__seed_1235__episode_0001,completed,,0,7,8,39,"[""collision"", ""human_distance_violation"", ""near_collision""]",18.501328229904175,/mnt/data/students/lph/GR00T-WholeBodyControl/outputs/casa/phase5_conformal_baselines_20260522/online_real_main_hc_threshold_2500_20260602/lane_v2_hard_contract__seed_1235__ep_000_025/online/hard_contract/seed_1235/episode_0001,1,1
hard_contract,SONIC + Hard Contract,1235,2,hard_contract__seed_1235__episode_0002,completed,,0,7,8,7,"[""collision"", ""human_distance_violation"", ""near_collision""]",18.75931739807129,/mnt/data/students/lph/GR00T-WholeBodyControl/outputs/casa/phase5_conformal_baselines_20260522/online_real_main_hc_threshold_2500_20260602/lane_v2_hard_contract__seed_1235__ep_000_025/online/hard_contract/seed_1235/episode_0002,1,1
hard_contract,SONIC + Hard Contract,1235,3,hard_contract__seed_1235__episode_0003,completed,,0,7,8,48,"[""collision"", ""fall"", ""near_collision""]",19.178134202957153,/mnt/data/students/lph/GR00T-WholeBodyControl/outputs/casa/phase5_conformal_baselines_20260522/online_real_main_hc_threshold_2500_20260602/lane_v2_hard_contract__seed_1235__ep_000_025/online/hard_contract/seed_1235/episode_0003,1,1
hard_contract,SONIC + Hard Contract,1235,4,hard_contract__seed_1235__episode_0004,completed,,0,8,8,1,"[""human_distance_violation""]",17.647477388381958,/mnt/data/students/lph/GR00T-WholeBodyControl/outputs/casa/phase5_conformal_baselines_20260522/online_real_main_hc_threshold_2500_20260602/lane_v2_hard_contract__seed_1235__ep_000_025/online/hard_contract/seed_1235/episode_0004,1,2
hard_contract,SONIC + Hard Contract,1235,5,hard_contract__seed_1235__episode_0005,completed,,0,7,8,9,"[""collision"", ""human_distance_violation"", ""near_collision""]",19.44994807243347,/mnt/data/students/lph/GR00T-WholeBodyControl/outputs/casa/phase5_conformal_baselines_20260522/online_real_main_hc_threshold_2500_20260602/lane_v2_hard_contract__seed_1235__ep_000_025/online/hard_contract/seed_1235/episode_0005,1,1
hard_contract,SONIC + Hard Contract,1235,6,hard_contract__seed_1235__episode_0006,completed,,0,7,8,47,"[""collision"", ""human_distance_violation"", ""near_collision""]",19.788655519485474,/mnt/data/students/lph/GR00T-WholeBodyControl/outputs/casa/phase5_conformal_baselines_20260522/online_real_main_hc_threshold_2500_20260602/lane_v2_hard_contract__seed_1235__ep_000_025/online/hard_contract/seed_1235/episode_0006,1,1
hard_contract,SONIC + Hard Contract,1235,7,hard_contract__seed_1235__episode_0007,completed,,0,7,8,31,"[""collision"", ""fall"", ""near_collision""]",20.05628728866577,/mnt/data/students/lph/GR00T-WholeBodyControl/outputs/casa/phase5_conformal_baselines_20260522/online_real_main_hc_threshold_2500_20260602/lane_v2_hard_contract__seed_1235__ep_000_025/online/hard_contract/seed_1235/episode_0007,1,1
hard_contract,SONIC + Hard Contract,1235,8,hard_contract__seed_1235__episode_0008,completed,,0,0,1,1,"[""near_collision""]",22.132036685943604,/mnt/data/students/lph/GR00T-WholeBodyControl/outputs/casa/phase5_conformal_baselines_20260522/online_real_main_hc_threshold_2500_20260602/lane_sidecar_hard_contract__seed_1235__ep_008_025/online/hard_contract/seed_1235/episode_0008,1,1
hard_contract,SONIC + Hard Contract,1235,9,hard_contract__seed_1235__episode_0009,completed,,0,7,8,14,"[""collision"", ""human_distance_violation"", ""near_collision""]",13.716076135635376,/mnt/data/students/lph/GR00T-WholeBodyControl/outputs/casa/phase5_conformal_baselines_20260522/online_real_main_hc_threshold_2500_20260602/lane_sidecar_hard_contract__seed_1235__ep_008_025/online/hard_contract/seed_1235/episode_0009,1,1
hard_contract,SONIC + Hard Contract,1235,10,hard_contract__seed_1235__episode_0010,completed,,0,7,8,2,"[""human_distance_violation"", ""near_collision""]",14.225994110107422,/mnt/data/students/lph/GR00T-WholeBodyControl/outputs/casa/phase5_conformal_baselines_20260522/online_real_main_hc_threshold_2500_20260602/lane_sidecar_hard_contract__seed_1235__ep_008_025/online/hard_contract/seed_1235/episode_0010,1,1
hard_contract,SONIC + Hard Contract,1235,11,hard_contract__seed_1235__episode_0011,completed,,0,7,8,32,"[""collision"", ""near_collision""]",14.68136477470398,/mnt/data/students/lph/GR00T-WholeBodyControl/outputs/casa/phase5_conformal_baselines_20260522/online_real_main_hc_threshold_2500_20260602/lane_sidecar_hard_contract__seed_1235__ep_008_025/online/hard_contract/seed_1235/episode_0011,1,1
hard_contract,SONIC + Hard Contract,1235,12,hard_contract__seed_1235__episode_0012,completed,,0,7,8,1,"[""human_distance_violation""]",15.301960229873657,/mnt/data/students/lph/GR00T-WholeBodyControl/outputs/casa/phase5_conformal_baselines_20260522/online_real_main_hc_threshold_2500_20260602/lane_sidecar_hard_contract__seed_1235__ep_008_025/online/hard_contract/seed_1235/episode_0012,1,1
hard_contract,SONIC + Hard Contract,1235,13,hard_contract__seed_1235__episode_0013,completed,,0,7,8,8,"[""collision"", ""human_distance_violation"", ""near_collision""]",15.55729055404663,/mnt/data/students/lph/GR00T-WholeBodyControl/outputs/casa/phase5_conformal_baselines_20260522/online_real_main_hc_threshold_2500_20260602/lane_sidecar_hard_contract__seed_1235__ep_008_025/online/hard_contract/seed_1235/episode_0013,1,1
hard_contract,SONIC + Hard Contract,1235,14,hard_contract__seed_1235__episode_0014,completed,,0,7,8,3,"[""collision"", ""human_distance_violation"", ""near_collision""]",16.206254720687866,/mnt/data/students/lph/GR00T-WholeBodyControl/outputs/casa/phase5_conformal_baselines_20260522/online_real_main_hc_threshold_2500_20260602/lane_sidecar_hard_contract__seed_1235__ep_008_025/online/hard_contract/seed_1235/episode_0014,1,1
hard_contract,SONIC + Hard Contract,1235,15,hard_contract__seed_1235__episode_0015,completed,,0,7,8,12,"[""collision"", ""human_distance_violation"", ""near_collision""]",16.703916311264038,/mnt/data/students/lph/GR00T-WholeBodyControl/outputs/casa/phase5_conformal_baselines_20260522/online_real_main_hc_threshold_2500_20260602/lane_sidecar_hard_contract__seed_1235__ep_008_025/online/hard_contract/seed_1235/episode_0015,1,1
hard_contract,SONIC + Hard Contract,1235,16,hard_contract__seed_1235__episode_0016,completed,,0,1,4,7,"[""human_distance_violation""]",24.27846908569336,/mnt/data/students/lph/GR00T-WholeBodyControl/outputs/casa/phase5_conformal_baselines_20260522/online_real_main_hc_threshold_2500_20260602/lane_sidecar_hard_contract__seed_1235__ep_008_025/online/hard_contract/seed_1235/episode_0016,1,1
hard_contract,SONIC + Hard Contract,1235,17,hard_contract__seed_1235__episode_0017,completed,,0,7,8,13,"[""collision"", ""human_distance_violation"", ""near_collision""]",17.897521495819092,/mnt/data/students/lph/GR00T-WholeBodyControl/outputs/casa/phase5_conformal_baselines_20260522/online_real_main_hc_threshold_2500_20260602/lane_sidecar_hard_contract__seed_1235__ep_008_025/online/hard_contract/seed_1235/episode_0017,1,1
hard_contract,SONIC + Hard Contract,1235,18,hard_contract__seed_1235__episode_0018,completed,,0,7,8,10,"[""collision"", ""human_distance_violation"", ""near_collision""]",18.240232706069946,/mnt/data/students/lph/GR00T-WholeBodyControl/outputs/casa/phase5_conformal_baselines_20260522/online_real_main_hc_threshold_2500_20260602/lane_sidecar_hard_contract__seed_1235__ep_008_025/online/hard_contract/seed_1235/episode_0018,1,1
hard_contract,SONIC + Hard Contract,1235,19,hard_contract__seed_1235__episode_0019,completed,,0,7,8,14,"[""collision"", ""fall"", ""human_distance_violation"", ""near_collision""]",18.389163970947266,/mnt/data/students/lph/GR00T-WholeBodyControl/outputs/casa/phase5_conformal_baselines_20260522/online_real_main_hc_threshold_2500_20260602/lane_sidecar_hard_contract__seed_1235__ep_008_025/online/hard_contract/seed_1235/episode_0019,1,1
hard_contract,SONIC + Hard Contract,1235,20,hard_contract__seed_1235__episode_0020,completed,,0,7,8,1,"[""human_distance_violation""]",18.917639017105103,/mnt/data/students/lph/GR00T-WholeBodyControl/outputs/casa/phase5_conformal_baselines_20260522/online_real_main_hc_threshold_2500_20260602/lane_sidecar_hard_contract__seed_1235__ep_008_025/online/hard_contract/seed_1235/episode_0020,1,2
hard_contract,SONIC + Hard Contract,1235,21,hard_contract__seed_1235__episode_0021,completed,,0,7,8,10,"[""collision"", ""human_distance_violation"", ""near_collision""]",19.274329900741577,/mnt/data/students/lph/GR00T-WholeBodyControl/outputs/casa/phase5_conformal_baselines_20260522/online_real_main_hc_threshold_2500_20260602/lane_sidecar_hard_contract__seed_1235__ep_008_025/online/hard_contract/seed_1235/episode_0021,1,1
hard_contract,SONIC + Hard Contract,1235,22,hard_contract__seed_1235__episode_0022,completed,,0,7,8,4,"[""collision"", ""human_distance_violation"", ""near_collision""]",19.584511756896973,/mnt/data/students/lph/GR00T-WholeBodyControl/outputs/casa/phase5_conformal_baselines_20260522/online_real_main_hc_threshold_2500_20260602/lane_sidecar_hard_contract__seed_1235__ep_008_025/online/hard_contract/seed_1235/episode_0022,1,1
hard_contract,SONIC + Hard Contract,1235,23,hard_contract__seed_1235__episode_0023,completed,,0,7,8,14,"[""collision"", ""fall"", ""near_collision""]",19.957391500473022,/mnt/data/students/lph/GR00T-WholeBodyControl/outputs/casa/phase5_conformal_baselines_20260522/online_real_main_hc_threshold_2500_20260602/lane_sidecar_hard_contract__seed_1235__ep_008_025/online/hard_contract/seed_1235/episode_0023,1,1
hard_contract,SONIC + Hard Contract,1235,24,hard_contract__seed_1235__episode_0024,completed,,0,3,4,1,"[""near_collision""]",25.74433422088623,/mnt/data/students/lph/GR00T-WholeBodyControl/outputs/casa/phase5_conformal_baselines_20260522/online_real_main_hc_threshold_2500_20260602/lane_sidecar_hard_contract__seed_1235__ep_008_025/online/hard_contract/seed_1235/episode_0024,1,1
hard_contract,SONIC + Hard Contract,1235,25,hard_contract__seed_1235__episode_0025,completed,,0,7,8,16,"[""collision"", ""human_distance_violation"", ""near_collision""]",17.91185212135315,/mnt/data/students/lph/GR00T-WholeBodyControl/outputs/casa/phase5_conformal_baselines_20260522/online_real_main_hc_threshold_2500_20260602/lane_v2_hard_contract__seed_1235__ep_025_050/online/hard_contract/seed_1235/episode_0025,1,1
hard_contract,SONIC + Hard Contract,1235,26,hard_contract__seed_1235__episode_0026,completed,,0,7,8,6,"[""collision"", ""near_collision""]",18.230188131332397,/mnt/data/students/lph/GR00T-WholeBodyControl/outputs/casa/phase5_conformal_baselines_20260522/online_real_main_hc_threshold_2500_20260602/lane_v2_hard_contract__seed_1235__ep_025_050/online/hard_contract/seed_1235/episode_0026,1,1
hard_contract,SONIC + Hard Contract,1235,27,hard_contract__seed_1235__episode_0027,completed,,0,7,8,19,"[""collision"", ""fall"", ""near_collision""]",18.613861322402954,/mnt/data/students/lph/GR00T-WholeBodyControl/outputs/casa/phase5_conformal_baselines_20260522/online_real_main_hc_threshold_2500_20260602/lane_v2_hard_contract__seed_1235__ep_025_050/online/hard_contract/seed_1235/episode_0027,1,1
hard_contract,SONIC + Hard Contract,1235,28,hard_contract__seed_1235__episode_0028,completed,,0,0,1,1,"[""human_distance_violation""]",28.181402683258057,/mnt/data/students/lph/GR00T-WholeBodyControl/outputs/casa/phase5_conformal_baselines_20260522/online_real_main_hc_threshold_2500_20260602/lane_v2_hard_contract__seed_1235__ep_025_050/online/hard_contract/seed_1235/episode_0028,1,1
hard_contract,SONIC + Hard Contract,1235,29,hard_contract__seed_1235__episode_0029,completed,,0,7,8,7,"[""collision"", ""human_distance_violation"", ""near_collision""]",19.276145935058594,/mnt/data/students/lph/GR00T-WholeBodyControl/outputs/casa/phase5_conformal_baselines_20260522/online_real_main_hc_threshold_2500_20260602/lane_v2_hard_contract__seed_1235__ep_025_050/online/hard_contract/seed_1235/episode_0029,1,1
